Gmt time,Open,High,Low,Close,Volume
01.01.2019 00:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 01:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 02:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 03:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 04:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 05:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 06:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 07:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 08:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 09:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 10:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 11:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 12:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 13:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 14:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 15:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 16:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 17:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 18:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 19:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 20:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 21:00:00.000,1.14711,1.14711,1.14711,1.14711,0
01.01.2019 22:00:00.000,1.14682,1.14691,1.14626,1.14641,1712.89
01.01.2019 23:00:00.000,1.14643,1.14686,1.14611,1.14616,9370.5098
02.01.2019 00:00:00.000,1.14616,1.14630,1.14547,1.14566,8852.1904
02.01.2019 01:00:00.000,1.14566,1.14566,1.14462,1.14526,11870.29
02.01.2019 02:00:00.000,1.14525,1.14537,1.14431,1.14459,14304.6299
02.01.2019 03:00:00.000,1.14458,1.14489,1.14450,1.14460,6625.0601
02.01.2019 04:00:00.000,1.14462,1.14473,1.14430,1.14454,7535.8101
02.01.2019 05:00:00.000,1.14454,1.14790,1.14453,1.14783,11995.2402
02.01.2019 06:00:00.000,1.14783,1.14971,1.14773,1.14858,14724.3096
02.01.2019 07:00:00.000,1.14857,1.14933,1.14739,1.14768,20071.3594
02.01.2019 08:00:00.000,1.14757,1.14784,1.14290,1.14484,35364.2891
02.01.2019 09:00:00.000,1.14484,1.14500,1.14224,1.14344,30267
02.01.2019 10:00:00.000,1.14343,1.14420,1.14323,1.14372,25434.7402
02.01.2019 11:00:00.000,1.14372,1.14392,1.14248,1.14341,19006.7793
02.01.2019 12:00:00.000,1.14341,1.14343,1.13981,1.14053,24008.0996
02.01.2019 13:00:00.000,1.14050,1.14058,1.13676,1.13720,34916.7383
02.01.2019 14:00:00.000,1.13719,1.13755,1.13582,1.13609,34918.2305
02.01.2019 15:00:00.000,1.13612,1.13699,1.13421,1.13538,30635.5703
02.01.2019 16:00:00.000,1.13539,1.13623,1.13490,1.13568,20511.5195
02.01.2019 17:00:00.000,1.13568,1.13572,1.13315,1.13355,22351.1094
02.01.2019 18:00:00.000,1.13355,1.13365,1.13262,1.13281,16936.2109
02.01.2019 19:00:00.000,1.13282,1.13444,1.13253,1.13439,17513.7207
02.01.2019 20:00:00.000,1.13439,1.13479,1.13408,1.13458,21616.9609
